Cluster,MonetaryValue,Frequency,Recency
1,337.2,1,365
3,444.55,3,37
1,680.85,2,609
0,4385.9800000000005,9,2
3,357.0,4,1
3,175.92,1,29
1,741.85,2,577
2,1656.52,6,43
2,1180.05,5,57
3,414.20000000000005,2,73
1,231.33999999999997,1,518
3,488.15000000000003,2,277
3,201.14,2,180
3,178.05,2,7
1,411.68,1,431
1,377.0,1,660
1,1246.43,2,476
0,4132.99,7,42
